"id";"name";"mobile";"address";"rating";"votes";"established";"website";"mon_time";"tues_time";"wed_time";"thurs_time";"fri_time";"sat_time";"sun_time"
1402;"Body Blaster Gym";"+(91)-11-29819116";"Shop No. C- 60, Veer Sawrkar Road, Lajpat Nagar 2-Lajpat Nagar, Delhi - 110024, Near Arya Samaj Mandir(Map)";"Null";"0";"1995";"javascript:void(0);";"06:00 am - 10:00 am  05:00 pm - 10:00 am";"06:00 am - 10:00 am  05:00 pm - 10:00 am";"06:00 am - 10:00 am  05:00 pm - 10:00 am";"06:00 am - 10:00 am  05:00 pm - 10:00 am";"06:00 am - 10:00 am  05:00 pm - 10:00 am";"06:00 am - 10:00 am  05:00 pm - 10:00 am";"Closed"
1403;"Slim Gym Enterprises";"+(91)-11-26922089";"A-64, Basement, Rear Entrance, Lajpat Nagar, Lajpat Nagar, Delhi - 110024";"Null";"0";"Cash";"Null";"09:30 am - 09:30 pm";"09:30 am - 09:30 pm";"09:30 am - 09:30 pm";"09:30 am - 09:30 pm";"09:30 am - 09:30 pm";"09:30 am - 09:30 pm";"Closed"
1404;"Meetu Verma";"+(91)-9971884584";"A 197, Noida Sector 15, Noida - 201301, A Block";"Null";"0";"*** Paying Guest For";"javascript:void(0);";"09:00 am - 09:00 pm";"09:00 am - 09:00 pm";"09:00 am - 09:00 pm";"09:00 am - 09:00 pm";"09:00 am - 09:00 pm";"09:00 am - 09:00 pm";"Closed"
1405;"A Fitness Zone";"+(91)-9999900017";"I-48, Krishna market, Lajpat Nagar 1-Lajpat Nagar, Delhi - 110024, near lajpat nagar station(Map)";"5.0";"1";"2009";"Null";"06:00 am - 01:00 pm";"06:00 am - 01:00 pm";"06:00 am - 01:00 pm";"06:00 am - 01:00 pm";"06:00 am - 01:00 pm";"06:00 am - 01:00 pm";"Closed"
1406;"Impact Gym";"+(91)-9899021915";"89, Mehroli Road, Union Public Service Commission, Delhi - 110069, Adchini, Near IIT";"4.7";"3";"2011";"javascript:void(0);";"07:00 am - 11:00 am  05:00 pm - 10:00 pm";"07:00 am - 11:00 am  05:00 pm - 10:00 pm";"07:00 am - 11:00 am  05:00 pm - 10:00 pm";"07:00 am - 11:00 am  05:00 pm - 10:00 pm";"07:00 am - 11:00 am  05:00 pm - 10:00 pm";"07:00 am - 11:00 am  05:00 pm - 10:00 pm";"Closed"
1407;"ATHENA GYMNASIUM";"+(91)-9268253403";"68,lower ground floor, Satya niketan, Satya Niketan, Delhi - 110021, Venkateshwara college(Map)";"4.0";"1";"2007";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"Closed"
1408;"West Fitness Gym & Beauty Parlour";"+(91)-9211014646";"C-41, Sahibabad, Ghaziabad - 201005, Ext-II Shalimar Garden";"2.0";"1";"Cash";"Null";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm";"10:00 am - 08:00 pm"
1409;"Slim Point";"+(91)-9818587425";"S-14, Sahibabad, Ghaziabad - 201005, Ex-2,Opposite-Sm World Mall, Shalimar Garden(Map)";"1.0";"1";"Cash";"Null";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm"
1410;"Hot Steppers";"+(91)-9717617066";"Plot No-20, B-3, Shalimar Garden Extn -1, Budh Bazar Road, Shalimar Garden Extention 1, Ghaziabad - 201005, Shiv Chowk(Map)";"5.0";"1";"2014";"javascript:void(0);";"10:30 am - 08:00 pm";"10:30 am - 08:00 pm";"10:30 am - 08:00 pm";"10:30 am - 08:00 pm";"10:30 am - 08:00 pm";"10:30 am - 08:00 pm";"Closed"
1411;"Dreams Body";"+(91)-9868308084";"SB-34, Shalimar Garden Extn -2, Main market, Shalimar Garden Extention 2, Ghaziabad - 201005, Chandrashekhar Park(Map)";"Null";"0";"2008";"Null";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm";"06:00 am - 09:30 pm"
1412;"Webarae Fitness Club";"+(91)-9999285112";"A-55-56, Sahibabad, Ghaziabad - 201005, Jawahar Park, Shalimar Garden";"Null";"0";"2011";"Null";"05:30 am - 10:00 am  05:00 pm - 10:00 pm";"05:30 am - 10:00 am  05:00 pm - 10:00 pm";"05:30 am - 10:00 am  05:00 pm - 10:00 pm";"05:30 am - 10:00 am  05:00 pm - 10:00 pm";"05:30 am - 10:00 am  05:00 pm - 10:00 pm";"05:30 am - 10:00 am  05:00 pm - 10:00 pm";"Closed"
1413;"Club Four You Gym 2";"+(91)-9871612092";"B-126, shalimar Garden Main, Shalimar Garden Extention 1, Ghaziabad - 201005, Near Tanky wala Park(Map)";"Null";"0";"Cash";"Null";"05:00 am - 10:00 am  05:00 am - 10:00 pm";"05:00 am - 10:00 am  05:00 am - 10:00 pm";"05:00 am - 10:00 am  05:00 am - 10:00 pm";"05:00 am - 10:00 am  05:00 am - 10:00 pm";"05:00 am - 10:00 am  05:00 am - 10:00 pm";"05:00 am - 10:00 am  05:00 am - 10:00 pm";"05:30 am - 05:30 am  05:00 am - 10:00 pm"
1414;"THE ULTIMATE FITNESS GYM";"+(91)-9871334700";"1/7, Main road, Rajendra Nagar Sector 2, Ghaziabad - 201005, Opp.sindh bank Atm(Map)";"Null";"0";"2014";"javascript:void(0);";"07:00 am - 11:30 am  05:00 pm - 09:00 pm";"07:00 am - 11:30 am  05:00 pm - 09:00 pm";"07:00 am - 11:30 am  05:00 pm - 09:00 pm";"07:00 am - 11:30 am  05:00 pm - 09:00 pm";"07:00 am - 11:30 am  05:00 pm - 09:00 pm";"07:00 am - 11:30 am  05:00 pm - 09:00 pm";"Closed"
1415;"Shresht Gym";"+(91)-8802827531";"DLF Main Gate, Sahibabad, Ghaziabad - 201005, Near New Aggerwal Sweets(Map)";"Null";"0";"Cash";"Null";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm"
1416;"The Iron Champ Gym";"+(91)-9891570270";"S-24, DLF Dilshad Extention 2-Sahibabad, Ghaziabad - 201005, Near DLF toll tax(Map)";"5.0";"3";"2014";"Null";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm"
1417;"Gauri beauty parlour & gym";"+(91)-9910764031";"a-13 shop no. 2&3, Extension 2, Sahibabad, Ghaziabad - 201005, near buddh bazar road(Map)";"Null";"0";"2012";"Null";"10:00 am - 12:00 pm  05:00 pm - 07:30 pm";"10:00 am - 12:00 pm  05:00 pm - 07:30 pm";"10:00 am - 12:00 pm  05:00 pm - 07:30 pm";"10:00 am - 12:00 pm  05:00 pm - 07:30 pm";"10:00 am - 12:00 pm  05:00 pm - 07:30 pm";"10:00 am - 12:00 pm  05:00 pm - 07:30 pm";"Closed"
1418;"Shreshth fitness and health point";"+(91)-7531056461";"Dlf, Main road, DLF Dilshad Extention 2-Sahibabad, Ghaziabad - 201005, Near pasha properties(Map)";"Null";"0";"2011";"Null";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm"
1419;"The iron Galaxy gym";"+(91)-9810177278";"D-7 basement, Main road, Vivek Vihar, Delhi - 110095, Opposite Balaji mandir(Map)";"Null";"0";"2007";"Null";"05:00 am - 11:00 am  04:00 pm - 11:00 pm";"05:00 am - 11:00 am  04:00 pm - 11:00 pm";"05:00 am - 11:00 am  04:00 pm - 11:00 pm";"05:00 am - 11:00 am  04:00 pm - 11:00 pm";"05:00 am - 11:00 am  04:00 pm - 11:00 pm";"05:00 am - 11:00 am  04:00 pm - 11:00 pm";"Closed"
1420;"NITRIX GYM POINT";"+(91)-9136877771";"618B, Main 60ft road, Vishwas Nagar-Shahdara, Delhi - 110032, Blow Tamil Nadu bank(Map)";"4.7";"3";"2014";"javascript:void(0);";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"06:00 am - 12:00 pm";"Closed"
1421;"The Fitness Care ( Fitness Cen...";"+(91)-11-33078156";"488/5a, 1st floor above nokia care, Dilshad Garden, Delhi - 110095, near radha krishna mandir, opp. mcd school(Map)";"5.0";"1";"2014";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"05:30 am - 05:30 am"
1422;"The Fitness";"+(91)-9971096525";"A-17, Shahdara, Delhi - 110032, Kanti Nagar, Near Allahabad Bank(Map)";"5.0";"1";"Cash";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null"
1423;"The Iron Champs 20";"+(91)-9971256657";"I Pocket, Main road, Dilshad Garden, Delhi - 110095, Near Red Cross hospital(Map)";"Null";"0";"2006";"Null";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm"
1424;"Bouncer the fitness bar";"+(91)-9990363636";"E-7, Dilshad Colony, Delhi - 110095, Near reliance fresh(Map)";"Null";"0";"2006";"javascript:void(0);";"05:30 am - 09:30 pm";"05:30 am - 09:30 pm";"05:30 am - 09:30 pm";"05:30 am - 09:30 pm";"05:30 am - 09:30 pm";"05:30 am - 09:30 pm";"Closed"
1425;"Ez fitness";"+(91)-9990006933";"E-10, Dilshad Colony, Delhi - 110095, Behind reliance fresh(Map)";"Null";"0";"2011";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"Closed"
1426;"Biceps 18";"+(91)-9212513665";"E3 basement, Main road, Dilshad Colony, Delhi - 110095, Near corporation ATM(Map)";"Null";"0";"2004";"Null";"05:30 am - 10:30 pm";"05:30 am - 10:30 pm";"05:30 am - 10:30 pm";"05:30 am - 10:30 pm";"05:30 am - 10:30 pm";"05:30 am - 10:30 pm";"Closed"
1427;"Fitness Trainer";"+(91)-9716685510";"KH-245, H Block Kavinagar, Dilshad Garden, Delhi - 110095, Milan Banquet Hall";"Null";"0";"2013";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null"
1428;"AMAZINO ZYM";"+(91)-9650074600";"A 22, Main road, Vivek Vihar Phase 2, Delhi - 110092, Near shuk DEV collage(Map)";"Null";"0";"2000";"Null";"06:00 am - 09:30 am  05:00 pm - 09:30 pm";"06:00 am - 09:30 am  05:00 pm - 09:30 pm";"06:00 am - 09:30 am  05:00 pm - 09:30 pm";"06:00 am - 09:30 am  05:00 pm - 09:30 pm";"06:00 am - 09:30 am  05:00 pm - 09:30 pm";"06:00 am - 09:30 am  05:00 pm - 09:30 pm";"Closed"
1429;"Club 100 Gym";"+(91)-11-33721251";"D 3/16, LAL Quarter, Krishna Nagar, Delhi - 110051, Opposite Central Park(Map)";"3.7";"11";"2000";"javascript:void(0);";"06:00 am - 12:00 pm  05:00 pm - 10:00 pm";"06:00 am - 12:00 pm  05:00 pm - 10:00 pm";"06:00 am - 12:00 pm  05:00 pm - 10:00 pm";"06:00 am - 12:00 pm  05:00 pm - 10:00 pm";"06:00 am - 12:00 pm  05:00 pm - 10:00 pm";"06:00 am - 12:00 pm  05:00 pm - 10:00 pm";"Closed"
1430;"Saral Fitness Club";"+(91)-9213525622";"No.1/3750, Ram Nagar Extention, Shahdara, Delhi - 110032, Near Loni Road";"3.8";"9";"Cash";"javascript:void(0);";"07:00 am - 09:00 pm";"07:00 am - 09:00 pm";"07:00 am - 09:00 pm";"07:00 am - 09:00 pm";"07:00 am - 09:00 pm";"07:00 am - 09:00 pm";"07:00 am - 09:00 pm"
1431;"Oxey Gym";"+(91)-11-33068633";"26/26, 60ft Road, Vishwas Nagar-Shahdara, Delhi - 110032, Near Tamil Nadu Bank(Map)";"4.3";"4";"2010";"javascript:void(0);";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm"
1432;"Vishal Aerobics Trainer";"+(91)-7838841141";"E-4/29, Krishna Nagar, Delhi - 110051, Near Jain Mandir(Map)";"Null";"0";"2013";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"Closed"
1433;"p academy";"+(91)-9582957960";"E4/29, 1st Floor, Krishna Nagar, DELHI - 110051, Near-Delhi Darbar(Map)";"4.5";"2";"GymnasiumsGymnasium ";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null"
1434;"Club 3";"+(91)-8750806214";"1/6707, gali no. 4, east rohtash nagar, Shahdara, Delhi - 110032, near gabdu chat bhandar(Map)";"Null";"0";"2013";"Null";"06:30 am - 09:00 pm";"06:30 am - 09:00 pm";"06:30 am - 09:00 pm";"06:30 am - 09:00 pm";"06:30 am - 09:00 pm";"06:30 am - 09:00 pm";"06:30 am - 09:00 pm"
1435;"In Shape Fitness Club";"+(91)-9871616807";"B-19, Krishna Nagar, Delhi - 110051, East Krishna Ngr(Map)";"5.0";"1";"Cash";"Null";"06:00 am - 01:00 pm  04:00 am - 06:00 pm";"06:00 am - 01:00 pm  04:00 am - 06:00 pm";"06:00 am - 01:00 pm  04:00 am - 06:00 pm";"06:00 am - 01:00 pm  04:00 am - 06:00 pm";"06:00 am - 01:00 pm  04:00 am - 06:00 pm";"06:00 am - 01:00 pm  04:00 am - 06:00 pm";"Closed"
1436;"Muscle Den Health Club";"+(91)-9910047882";"Plot No-17, 1B, , Durgapuri, Delhi - 110093, Behind Goel Medicos";"3.0";"1";"Cash";"Null";"05:00 am - 09:30 pm";"05:00 am - 09:30 pm";"05:00 am - 09:30 pm";"05:00 am - 09:30 pm";"05:00 am - 09:30 pm";"05:00 am - 09:30 pm";"Closed"
1437;"Brock Gym";"+(91)-9818045537";"A-15, Street No-1, Nathu Colony, Delhi - 110093, Near Railway Crossing,Jagat Puri Extention(Map)";"3.3";"3";"GymnasiumsHealth Clu";"Null";"05:00 am - 11:00 am  05:00 pm - 10:00 pm";"05:00 am - 11:00 am  05:00 pm - 10:00 pm";"05:00 am - 11:00 am  05:00 pm - 10:00 pm";"05:00 am - 11:00 am  05:00 pm - 10:00 pm";"05:00 am - 11:00 am  05:00 pm - 10:00 pm";"05:00 am - 11:00 am  05:00 pm - 10:00 pm";"Closed"
1438;"Art of living - North east delhi";"+(91)-11-22813638";"Madhur milan banquet, 100 ft road, Delhi - 110032, Mahalaxmi Hospital(Map)";"1.0";"1";"2005";"javascript:void(0);";"11:00 am - 08:00 am";"11:00 am - 08:00 am";"11:00 am - 08:00 am";"11:00 am - 08:00 am";"11:00 am - 08:00 am";"11:00 am - 08:00 am";"11:00 am - 08:00 am"
1439;"Infinity Gymnasium";"+(91)-11-43010757";"F-3/37, Vijay Chowk, Krishna Nagar, Delhi - 110051(Map)";"3.0";"1";"Cash";"Null";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm"
1440;"Fitness expert";"+(91)-9210363141";"F-7, Parwana road, Jagat Puri, Delhi - 110051, Opp. gagan vihar(Map)";"Null";"0";"2004";"javascript:void(0);";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"Closed"
1441;"Health clube";"+(91)-9643247541";"F 34 b, Radhey puri, Krishna Nagar, Delhi - 110051, Near lal mandir(Map)";"Null";"0";"2010";"javascript:void(0);";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm";"07:00 am - 08:00 pm"
1442;"the brothers gym";"+(91)-11-49051801";"b-9, Krishna Nagar, Delhi - 110051, oppsite pillor no.-76(Map)";"Null";"0";"2015";"http://www.thebrothersgym.com";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"Closed"
1443;"Personally Fit";"+(91)-9910106993";"E-226, Lane 4, Shahdara, Delhi - 110032, East Babarpur";"Null";"0";"2007";"http://www.personallyfit.in";"08:00 am - 06:00 pm";"08:00 am - 06:00 pm";"08:00 am - 06:00 pm";"08:00 am - 06:00 pm";"08:00 am - 06:00 pm";"08:00 am - 06:00 pm";"Closed"
1444;"Iron Generation Gym & Fitness ...";"+(91)-9953539822";"E-117, Main Shukar Bazaar Road, Shahdara, Delhi - 110032, Near Tent Wala School, Ashok Nagar";"Null";"0";"GymnasiumsFitness Ce";"javascript:void(0);";"05:00 am - 11:00 pm";"05:00 am - 11:00 pm";"05:00 am - 11:00 pm";"05:00 am - 11:00 pm";"05:00 am - 11:00 pm";"05:00 am - 11:00 pm";"Closed"
1445;"The Fitness Town";"+(91)-8860658528";"1449/23, Main 100 Futa Road, Durgapuri, Delhi - 110093, Shahdara, Near Sarvodaya Institute";"3.0";"1";"2015";"javascript:void(0);";"05:00 am - 02:00 pm  04:00 pm - 10:00 pm";"05:00 am - 02:00 pm  04:00 pm - 10:00 pm";"05:00 am - 02:00 pm  04:00 pm - 10:00 pm";"05:00 am - 02:00 pm  04:00 pm - 10:00 pm";"05:00 am - 02:00 pm  04:00 pm - 10:00 pm";"05:00 am - 02:00 pm  04:00 pm - 10:00 pm";"05:00 am - 02:00 pm  04:00 pm - 10:00 pm"
1446;"Sakhi Ladies Gym";"+(91)-9968551064";"500/6a, Pandav Road,Street No-6, Shahdara, Delhi - 110032, Vishwas Nagar";"2.0";"1";"2012";"Null";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"Closed"
1447;"Health gym";"+(91)-8802627059";"1149/78, Durgapuri, Delhi - 110093, Nr100 ft road";"Null";"0";"2014";"javascript:void(0);";"09:00 am - 09:00 pm";"Closed";"09:00 am - 09:00 pm";"09:00 am - 09:00 pm";"09:00 am - 09:00 pm";"09:00 am - 09:00 pm";"09:00 am - 09:00 pm"
1448;"New star gym";"+(91)-9136120035";"Shop no-17, Parwana Road, Krishna Nagar, Delhi - 110051, Near sbi bank atm(Map)";"Null";"0";"2015";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"Closed"
1449;"Amazing gym plus";"+(91)-11-45098521";"2nd floor, 4, Satnam park, Main road chander nagar, Krishna Nagar, Delhi - 110051, Opp. amritsari chole kulcha breakfast point";"Null";"0";"2015";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"08:00 am - 02:00 pm"
1450;"Fitness World Gym";"+(91)-11-32103380";"Patparganj, Delhi - 110092";"Null";"0";"Gymnasiums";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null"
1451;"Fit n fine";"+(91)-9953600632";"B-2/13, Lal quater road, Krishna Nagar, Delhi - 110051, Near raghunath mandir(Map)";"Null";"0";"2013";"javascript:void(0);";"06:00 am - 11:00 am  05:00 pm - 10:00 pm";"06:00 am - 11:00 am  05:00 pm - 10:00 pm";"06:00 am - 11:00 am  05:00 pm - 10:00 pm";"06:00 am - 11:00 am  05:00 pm - 10:00 pm";"06:00 am - 11:00 am  05:00 pm - 10:00 pm";"06:00 am - 11:00 am  05:00 pm - 10:00 pm";"Closed"
1452;"Young India Health Club & Supp...";"+(91)-11-39514921";"C-426, Chajjupur, Durgapuri, Main 100ft Road, Shahdara, Delhi - 110032, Near Pooja Opticals(Map)";"4.2";"10";"GymnasiumsFood Suppl";"javascript:void(0);";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"05:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 09:00 am"
1453;"Xtreem fitness";"+(91)-11-65350040";"11/267, main road, Geeta Colony, Delhi - 110031, near happy english school(Map)";"Null";"0";"2014";"javascript:void(0);";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"05:00 am - 10:00 pm";"08:00 am - 02:00 pm"
1454;"Anew In a Different Way";"+(91)-11-39513870";"7/22, 7block, Geeta Colony, Delhi - 110031, gurudwara road(Map)";"4.5";"8";"Aerobic Classes";"javascript:void(0);";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"06:00 am - 09:00 pm";"Closed"
1455;"Family Fitness";"+(91)-11-22052737";"A-7/38, Krishna Nagar, Delhi - 110051, Nr Sukh Sagar Restaurant(Map)";"5.0";"2";"Also Provide:- Aerob";"javascript:void(0);";"06:30 am - 10:30 am";"06:30 am - 10:30 am";"06:30 am - 10:30 am";"06:30 am - 10:30 am";"06:30 am - 10:30 am";"06:30 am - 10:30 am";"06:30 am - 10:30 am"
1456;"Quantum Gym & Health Club";"+(91)-9899257998";"Door No 6/175, Geeta Colony, Delhi - 110031(Map)";"5.0";"1";"2012";"Null";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"06:00 am - 10:00 am  05:00 pm - 10:00 pm";"Closed"
1457;"Raj Royal Health Gym";"+(91)-9212909256";"H No 16, Gali No 16 Chander Nagar, Krishna Nagar, Delhi - 110051, Opp. Reilence Fresh(Map)";"4.0";"1";"1";"Null";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"Closed"
1458;"F Xpress";"+(91)-11-22443689";"6/60, Grudwara road, Geeta Colony, Delhi - 110031, Near 7Block,grudwara(Map)";"2.0";"1";"2006";"javascript:void(0);";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm";"05:30 am - 10:00 pm"
1459;"C2 Gym Cuts & curves";"+(91)-11-22040241";"C1/1, Main Road, Chandar Nagar, Delhi - 110051, Golden Park(Map)";"4.0";"4";"Gym Also";"javascript:void(0);";"Closed";"09:30 am - 08:30 pm";"09:30 am - 08:30 pm";"09:30 am - 08:30 pm";"09:00 am - 08:30 pm";"09:30 am - 08:30 pm";"09:30 am - 08:30 pm"
1460;"W M Gym";"+(91)-11-65583770";"233a, Krishna Nagar, Delhi - 110051, Chachi Bldg Chowk(Map)";"4.5";"4";"Cash";"Null";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"09:30 am - 06:30 pm";"Closed"
1461;"Trainers Company";"+(91)-9971036332";"X/4120 , Street No-13, Gandhi Nagar, Delhi - 110031";"3.3";"3";"5";"javascript:void(0);";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm";"06:00 am - 08:00 pm";"Closed"
1462;"My Gym";"+(91)-9278187461";"Str No -10, Seelampur, Delhi - 110053, Chauhan Banger Nr Mcd School(Map)";"4.5";"2";"Cash";"Null";"Null";"Null";"Null";"Null";"Null";"Null";"Null"
1463;"Life Style Fitness";"+(91)-9868553786";"7/18,19, Geeta Colony, Delhi - 110031, Near 7 Block Gurudwara(Map)";"3.0";"2";"2009";"javascript:void(0);";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"06:00 am - 10:00 pm";"Closed"
1464;"Fat To Fit";"+(91)-9811905220";"H-3/10, Main Road, Krishna Nagar, Delhi - 110051, Opposite Of Anandpur Kutia(Map)";"5.0";"1";"2000";"javascript:void(0);";"06:00 am - 02:00 pm  04:00 pm - 09:00 pm";"06:00 am - 02:00 pm  04:00 pm - 09:00 pm";"06:00 am - 02:00 pm  04:00 pm - 09:00 pm";"06:00 am - 02:00 pm  04:00 pm - 09:00 pm";"06:00 am - 02:00 pm  04:00 pm - 09:00 pm";"06:00 am - 02:00 pm  04:00 pm - 09:00 pm";"Closed"
1465;"Universe Health Club";"+(91)-9718550648";"Vikash Marg, Shakarpur, Delhi, Main Road, Shakarpur, Delhi - 110092(Map)";"5.0";"1";"1985";"http://www.physiqueplanet.com";"09:00 am - 10:00 am";"09:00 am - 10:00 am";"09:00 am - 10:00 am";"09:00 am - 10:00 am";"09:00 am - 10:00 am";"09:00 am - 10:00 am";"09:00 am - 10:00 pm"
1466;"The Iron Club Gym & Fitness Point";"+(91)-9953191915";"Shop no. H-26, first floor, Main road, Laxmi Nagar, Delhi - 110092, Near sai baba Mandir(Map)";"3.0";"1";"2014";"javascript:void(0);";"06:00 am - 11:00 am  03:00 pm - 10:00 pm";"06:00 am - 11:00 am  03:00 pm - 10:00 pm";"06:00 am - 11:00 am  03:00 pm - 10:00 pm";"06:00 am - 11:00 am  03:00 pm - 10:00 pm";"06:00 am - 11:00 am  03:00 pm - 10:00 pm";"06:00 am - 11:00 am  03:00 pm - 10:00 pm";"Closed"
1467;"FITNESS FOR EVERYONE";"+(91)-11-33984886";"Null";"5.0";"1";"2003";"javascript:void(0);";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm";"12:00 am - 11:59 pm"
